texturePath	tag	health	damage	movespeed	posx	posy	posz	scalex	scaley	xAnimRows	yAnimRows	colRadius	colheight
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-129.108	-8.6	85.7856		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-196.804	-8.6	31.0288		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-167.761	-8.6	21.5697		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-174.983	-8.6	24.4382		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-172.729	-8.6	20.4063		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-170.627	-8.6	16.9928		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-93.6565	-8.6	23.7944		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-102.322	-8.6	30.9797		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-61.0944	-8.6	74.5993		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-72.3873	-8.6	74.4647		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-34.0857	-8.6	79.2494		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-36.4233	-8.6	80.8006		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	-25.2381	-8.6	80.0463		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	1.60793		-8.6	77.7334		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	2.59128		-8.6	73.2766		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	8.24221		-8.6	75.5551		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	4.60935		-8.6	150.262		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	1.50166		-8.6	137.532		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	2.39453		-8.6	95.8992		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	8.97447		-8.6	105.134		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	8.88656		-8.6	94.7441		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	95.9536		-8.6	127.283		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	72.0292		-8.6	125.953		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	84.1354		-8.6	151.982		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	89.3145		-8.6	144.674		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	108.176		-8.6	80.6836		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	109.541		-8.6	68.7051		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	109.669		-8.6	53.5945		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy2.png	soldier	60	15	8	35.9266		-8.6	-76.5559	1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy2.png	soldier	90	15	8	40.6047		-8.6	-80.2916	1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy2.png	soldier	90	15	8	36.1801		-8.6	166.793		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy2.png	soldier	90	15	8	44.8698		-8.6	166.575		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy3.png	soldier	150	30	4	-13.6975	-8.6	-71.611		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy3.png	soldier	150	30	4	4.8474210	-8.6	-119.39		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy3.png	soldier	150	30	4	89.576210	-8.6	118.109		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy3.png	soldier	150	30	4	114.15510	-8.6	71.7717		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy3.png	soldier	150	30	4	121.21510	-8.6	59.0759		1		1		8			8			1.2			5
Resources/AnimationPNG/Enemy3.png	soldier	150	30	4	-101.953	-8.6	-46.1511	1		1		8			8			1.2			5
