texturePath	tag	health	damage	movespeed	posx	posy	posz	scalex	scaley	xAnimRows	yAnimRows	colRadius	colheight
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	72.0292		10	125.953		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	84.1354		10	151.982		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	89.3145		10	144.674		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	108.176		10	80.6836		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	109.541		10	68.7051		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy1.png	soldier	60	15	4	109.669		10	53.5945		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy2.png	soldier	60	15	8	35.9266		10	-76.5559	1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy2.png	soldier	90	15	8	40.6047		10	-80.2916	1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy2.png	soldier	90	15	8	36.1801		10	166.793		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy2.png	soldier	90	15	8	44.8698		10	166.575		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy3.png	soldier	150	30	5	-13.6975	10	-71.611		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy3.png	soldier	150	30	5	4.8474210	10	-119.39		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy3.png	soldier	150	30	5	89.576210	10	118.109		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy3.png	soldier	150	30	5	114.15510	10	71.7717		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy3.png	soldier	150	30	5	121.21510	10	59.0759		1		1		8			8			1.0			3
Resources/AnimationPNG/Enemy3.png	soldier	150	30	5	-101.953	10	-46.1511	1		1		8			8			1.0			3
